yona_file,yona_line,yona_file_ref,yona_line_range,ticket_ids,pattern_type,is_exclusion
src/main/kotlin/com/github/yonaprojects/yona/domain/mail/ImapMailboxPoller.kt,100,MailboxService.java,177-188,P1-137,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/mail/IncomingMailProcessingService.kt,384,IssueApp.java,1004-1011,P2-34,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/mention/MentionService.kt,6,Mention.java,33-49,,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/mention/MentionService.kt,9,Mention.java,51-72,,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/mention/MentionRepository.kt,6,Mention.java,33-49,,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/mention/MentionRepository.kt,9,Mention.java,51-72,,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/mention/MentionServiceImpl.kt,14,Mention.java,33-49,,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/mention/MentionServiceImpl.kt,31,Mention.java,51-72,,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/milestone/MilestoneService.kt,6,MilestoneApp.java,52-53,,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/milestone/MilestoneServiceImpl.kt,25,Milestone.java,188-230,,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/organization/OrganizationService.kt,47,OrganizationApp.java,287-311,TASK-0244,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/organization/OrganizationServiceImpl.kt,25,FavoriteOrganization.java,38-46,P2-19,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/organization/OrganizationServiceImpl.kt,45,models/Organization.java,42,P1-108,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/organization/OrganizationServiceImpl.kt,97,FavoriteOrganization.java,38-46,P2-19,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/organization/OrganizationServiceImpl.kt,259,EnrollOrganizationApp.java,101-104,P1-123,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/organization/OrganizationServiceImpl.kt,266,EnrollOrganizationApp.java,82,,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/project/ProjectServiceImpl.kt,59,FavoriteProject.java,41-50,P2-27,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/project/ProjectServiceImpl.kt,366,FavoriteProject.java,41-50,P2-27,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/project/Project.kt,27,Project.java,131-133,,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/project/Project.kt,100,Project.java,850,그룹11 #168,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/project/ProjectUserServiceImpl.kt,74,EnrollProjectApp.java,61-63,P1-142;P1-123,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/project/ProjectUserServiceImpl.kt,80,EnrollProjectApp.java,65,,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/project/ProjectUserServiceImpl.kt,237,NotificationEvent.java,1468-1477,P2-20,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/pullrequest/CodeReviewServiceImpl.kt,212,AccessControl.java,205-301,P1-116,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/pullrequest/CodeReviewServiceImpl.kt,292,AccessControl.java,205-301,P1-116,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/pullrequest/CodeReviewServiceImpl.kt,319,CommentThreadApp.java,66-70,P1-79,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/pullrequest/PullRequestServiceImpl.kt,669,NotificationEvent.java,1425-1428,P1-127,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/pullrequest/PullRequestRepository.kt,24,organization/group_pullrequest_list.scala.html,"49,55",,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/pullrequest/PullRequestRepository.kt,44,PullRequest.java,219-225,P2-38,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/support/SearchServiceImpl.kt,30,controllers/Application.java,35,P0-23,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/support/MarkdownService.kt,15,Markdown.java,346-356,P1-139,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/support/MarkdownService.kt,21,Markdown.java,215-217,P2-02,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/support/AutoLinkRenderer.kt,213,utils/AutoLinkRenderer.java,275,P2-35,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/support/AutoLinkRenderer.kt,257,AutoLinkRenderer.java,322-327,P1-140,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/support/DiagnosticService.kt,12,MailboxService.java,176-188,,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/support/DiagnosticService.kt,16,Config.java,26-39,P1-137,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/support/DiagnosticService.kt,72,MailboxService.java,176-188,P1-137,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/support/DiagnosticService.kt,75,Config.java,26-39,P1-137,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/support/ChecksumUtils.kt,4,IssueApi.java,538-548,P1-102,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/support/MarkdownServiceImpl.kt,34,utils/Markdown.java,132-211,P2-33,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/support/MarkdownServiceImpl.kt,41,utils/Markdown.java,104,P2-32,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/support/MarkdownServiceImpl.kt,79,Markdown.java,363,P1-139,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/support/MarkdownServiceImpl.kt,108,utils/Markdown.java,218-270,P2-43,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/support/MarkdownServiceImpl.kt,146,utils/Markdown.java,103-130,P2-32,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/support/MarkdownServiceImpl.kt,169,utils/Markdown.java,132-159,P2-33,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/support/MarkdownServiceImpl.kt,199,utils/Markdown.java,161-211,P2-33,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/support/MarkdownServiceImpl.kt,282,Markdown.java,358-365,,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/support/MarkdownServiceImpl.kt,289,Markdown.java,367-377,,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/support/MarkdownServiceImpl.kt,301,Markdown.java,215-217,P2-02,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/support/MarkdownRenderCache.kt,5,utils/CacheStore.java,15-26,P2-43,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/support/YonaUpdateService.kt,30,YobiUpdate.java,40-41,,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/support/FileUtil.kt,40,FileUtil.java,113-142,P2-25,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/support/FileUtil.kt,56,FileUtil.java,132-136,,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/user/LoginIdFormatValidator.kt,3,models/User.java,"65-66,80",P1-104,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/vcs/BareCommit.kt,83,BareCommit.java,249-286,,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/webhook/WebhookServiceImpl.kt,34,Webhook.java,178,P2-08,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/webhook/WebhookServiceImpl.kt,38,Webhook.java,182-192,P1-132,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/webhook/WebhookServiceImpl.kt,41,Webhook.java,622-658,P1-143,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/webhook/WebhookServiceImpl.kt,125,Webhook.java,299-317,P2-36,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/webhook/WebhookServiceImpl.kt,182,Webhook.java,178,P2-08,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/webhook/WebhookServiceImpl.kt,300,Webhook.java,560,P2-08,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/webhook/WebhookServiceImpl.kt,314,Webhook.java,577,P2-08,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/webhook/WebhookThreadRecorder.kt,7,Webhook.java,622-658,P1-143,forward,False
src/test/kotlin/com/github/yonaprojects/yona/config/git/GitProjectVisitRecorderSpec.kt,17,GitApp.java,88-137,P2-09,forward,False
src/test/kotlin/com/github/yonaprojects/yona/config/security/AccessControlSpec.kt,365,AccessControl.java,"21,95-97,336-337",P1-99,forward,False
src/test/kotlin/com/github/yonaprojects/yona/config/security/AccessControlSpec.kt,437,AccessControl.java,32-34,P2-34,forward,False
src/test/kotlin/com/github/yonaprojects/yona/config/security/AccessControlSpec.kt,447,AccessControl.java,100-118,P2-34,forward,False
src/main/kotlin/com/github/yonaprojects/yona/domain/mail/IncomingMailProcessingService.kt,343,,,,exclusion,True
src/main/kotlin/com/github/yonaprojects/yona/domain/site/DataBackupServiceImpl.kt,41,,,,exclusion,True
