yona_file,yona_line,yona_file_ref,yona_line_range,ticket_ids,pattern_type,is_exclusion
src/test/kotlin/com/github/yonaprojects/yona/web/ProjectViewControllerSpec.kt,186,partial_readme.scala.html,41,P1-139,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/ProjectViewControllerSpec.kt,210,partial_readme.scala.html,38-42,P2-42,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/ProjectViewControllerSpec.kt,291,GitApp.java,95-104,P1-100,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/ProjectViewControllerSpec.kt,381,ProjectApp.java,168-186,P2-34,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/ProjectViewControllerSpec.kt,465,CodeApp.java,135-164,P2-30,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/ProjectViewControllerSpec.kt,661,ProjectApp.java,1055-1058,P0-23,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/BoardControllerSpec.kt,115,AbstractPostingApp.java,35,P1-105,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/BoardControllerSpec.kt,211,BoardApp.java,211,P1-113,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/BoardControllerSpec.kt,415,BoardApi.java,128-159,P1-107,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/IssueViewControllerSpec.kt,204,IssueApp.java,"46,166-177",P1-105,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/BranchApiControllerSpec.kt,120,BranchApp.java,47,P2-29,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/BranchApiControllerSpec.kt,231,BranchApp.java,47,P2-29,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/IndexControllerSpec.kt,117,Application.java,45-52,P2-11,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/UserControllerSpec.kt,740,UserApp.java,1372-1380,P2-11,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/UserControllerSpec.kt,791,UserApi.java,218-241,P1-118,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/UserControllerSpec.kt,900,UserApi.java,244-265,P1-118,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/UserControllerSpec.kt,975,UserApi.java,320-339,P1-118,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/UserControllerSpec.kt,1002,UserApi.java,341-379,P1-118,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/ProjectMemberControllerSpec.kt,116,Project.java,566-568,P1-117,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/ErrorPageTemplateRenderingSpec.kt,282,ReviewApp.java,41,,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/ErrorPageTemplateRenderingSpec.kt,330,ReviewApp.java,55,,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/ErrorPageTemplateRenderingSpec.kt,384,ReviewThreadApp.java,41,,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/CodeViewControllerSpec.kt,130,CodeApp.java,60-62,,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/CodeViewControllerSpec.kt,161,views/code/partial_view_file.scala.html,109-114,P1-139,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/MilestoneViewControllerSpec.kt,160,MilestoneApp.java,50-73,P1-128,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/MilestoneViewControllerSpec.kt,181,Milestone.java,214-227,P1-128,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/MilestoneViewControllerSpec.kt,236,Milestone.java,99-108,P2-22,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/MilestoneViewControllerSpec.kt,322,MilestoneApp.java,100-125,P2-23,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/ProjectViewControllerIntegrationSpec.kt,166,project/home.scala.html,112-118,,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/PullRequestControllerSpec.kt,257,PullRequestApp.java,254,P1-141,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/WebhookControllerSpec.kt,25,ProjectApp.java,"1268,1283,1313",P1-87,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/WebhookControllerSpec.kt,132,Webhook.java,74-81,P2-28,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/BoardViewControllerSpec.kt,156,AbstractPostingApp.java,35,P1-105,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/BoardViewControllerSpec.kt,253,board/create.scala.html,100-106,TASK-0263,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/BoardViewControllerSpec.kt,491,BoardApp.java,211,P1-113,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/AuthControllerSpec.kt,122,UserApp.java,1218-1224,P1-77,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/AuthControllerSpec.kt,233,models/User.java,"65-66,80",P1-104,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/MilestoneControllerSpec.kt,262,controllers/api/MilestoneApi.java,29-50,P1-129,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/CommentControllerSpec.kt,130,models/Comment.java,45,P1-112,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/CommentControllerSpec.kt,589,models/Comment.java,45,P1-112,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/OrganizationViewControllerSpec.kt,123,OrganizationApp.java,90-91,P1-121,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/OrganizationViewControllerSpec.kt,155,OrganizationApp.java,409-420,P1-124,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/OrganizationViewControllerSpec.kt,336,OrganizationApp.java,485-488,P0-23,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/OrganizationViewControllerSpec.kt,351,OrganizationApp.java,485-486,P1-120,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/UserViewControllerSpec.kt,272,UserApp.java,752,P0-23,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/UserViewControllerSpec.kt,310,UserApp.java,811-846,P0-25,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/UserViewControllerSpec.kt,345,UserApp.java,754-759,P2-38,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/PullRequestViewControllerSpec.kt,200,models/PullRequest.java,66,P1-105,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/PullRequestViewControllerSpec.kt,373,PullRequest.java,1063-1103,P1-114,forward,False
src/test/kotlin/com/github/yonaprojects/yona/web/PullRequestViewControllerSpec.kt,435,PullRequest.java,1074-1077,P1-114,forward,False
