yona_file,yona_line,yona_file_ref,yona_line_range,ticket_ids,pattern_type,is_exclusion
src/main/kotlin/com/github/yonaprojects/yona/config/GitServletConfig.kt,127,GitApp.java,129-136,P2-09,forward,False
src/main/kotlin/com/github/yonaprojects/yona/config/GitServletConfig.kt,147,GitApp.java,95-104,P1-76,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/mail/IncomingMailProcessingServiceSpec.kt,181,IssueApp.java,1004-1011,,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/mail/ImapMailboxPollerSpec.kt,106,MailboxService.java,176-188,P1-137,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/attachment/AttachmentServiceSpec.kt,120,Attachment.java,438-477,P2-26,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/attachment/AttachmentServiceSpec.kt,221,Attachment.java,75-85,P2-24,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/attachment/AttachmentServiceSpec.kt,242,FileUtil.java,113-142,P2-25,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/project/ProjectServiceImplSpec.kt,164,FavoriteProject.java,41-50,P2-27,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/project/ProjectUserServiceSpec.kt,65,NotificationEvent.java,1468-1477,P2-20,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/project/ProjectUserServiceSpec.kt,173,NotificationEvent.java,1468-1477,P2-20,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/project/ProjectUserServiceSpec.kt,190,EnrollProjectApp.java,55-71,P1-142;P1-123,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/issue/IssueServiceSpec.kt,470,IssueApi.java,1176-1210,P1-101,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/issue/IssueCommentRepositorySpec.kt,14,Search.java,594-602,P1-83,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/comment/CommentServiceSpec.kt,200,IssueApp.java,1020-1057,P2-17,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/organization/OrganizationServiceSpec.kt,76,models/Organization.java,42,P1-108,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/organization/OrganizationServiceSpec.kt,201,EnrollOrganizationApp.java,"82,101-104",P1-123,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/organization/OrganizationServiceSpec.kt,255,FavoriteOrganization.java,38-46,P2-19,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/board/PostingRepositorySpec.kt,62,Search.java,246-254,P1-83,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/board/PostingCommentRepositorySpec.kt,13,Search.java,650-658,P1-83,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/webhook/WebhookServiceSpec.kt,311,Webhook.java,182-192,P1-132,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/webhook/WebhookServiceSpec.kt,395,Webhook.java,284-298,,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/webhook/WebhookNotificationEventListenerSpec.kt,172,NotificationEvent.java,756,P1-69,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/webhook/WebhookNotificationEventListenerSpec.kt,201,NotificationEvent.java,780,P1-69,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/user/UserDetailsServiceImplSpec.kt,10,models/User.java,563-569,P1-119,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/user/UserDetailsServiceImplSpec.kt,12,,,,exclusion,True
src/test/kotlin/com/github/yonaprojects/yona/domain/user/LoginIdFormatValidatorSpec.kt,5,models/User.java,"65-66,80",P1-104,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/user/UserSpec.kt,13,models/User.java,563-569,P1-119,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/user/UserSpec.kt,15,,,,exclusion,True
src/test/kotlin/com/github/yonaprojects/yona/domain/support/YonaUpdateServiceSpec.kt,14,YobiUpdate.java,40-41,P2-10,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/support/AutoLinkRendererSpec.kt,25,utils/AutoLinkRenderer.java,268-296,P2-35,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/support/MarkdownServiceImplSpec.kt,62,utils/Markdown.java,132-159,,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/support/MarkdownServiceImplSpec.kt,123,utils/Markdown.java,103-130,P2-32,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/support/MarkdownServiceImplSpec.kt,181,Markdown.java,333-336,P1-140,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/support/MarkdownServiceImplSpec.kt,327,Markdown.java,346-356,P1-139,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/pullrequest/CodeReviewServiceSpec.kt,638,AccessControl.java,205-301,P1-116,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/pullrequest/ReviewCommentRepositorySpec.kt,13,Search.java,707-715,P1-83,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/mention/MentionServiceImplSpec.kt,36,Mention.java,33-49,,forward,False
src/test/kotlin/com/github/yonaprojects/yona/domain/mention/MentionServiceImplSpec.kt,61,Mention.java,51-72,,forward,False
